CustomerID,ProductID,PurchaseAmount
863,40,315.0731930655092
123,87,215.57846371547527
50,67,302.60327002936907
636,120,71.28977715492434
476,98,89.08668199690774
227,83,407.5698288946827
69,173,816.0982100298762
562,78,895.560434707467
747,131,552.7797934000872
773,113,387.0679895390051
276,105,152.49111589954276
873,16,45.91729213110003
427,61,973.0961920282417
573,93,54.600694477451945
881,23,935.762766994324
650,50,774.956859349647
862,171,575.2251881058459
518,90,907.2690033311677
802,48,880.5280138151223
629,170,346.7351992086004
872,125,935.9856968031563
593,90,464.573916028982
878,164,475.2146524117678
924,186,744.9583006551889
865,192,710.1186829731531
380,85,932.2309150229996
450,57,837.2070625010875
983,93,485.1038648383771
312,40,354.4914650072003
602,136,154.74239824372117
917,92,862.6438151518925
52,80,507.81334161166905
793,115,95.80899299436557
219,9,958.6208353742749
526,161,571.8512959363175
353,15,279.4386308747849
638,149,652.9221105184569
612,6,949.9134691158639
974,122,481.45548150879097
384,112,11.288842707290964
949,60,352.48438802600765
318,161,349.21993101861455
925,47,580.4228807629513
18,195,447.9331489680087
801,78,863.2515298914818
386,50,591.2858154653408
33,191,343.90548054240895
2,147,900.6822970087303
356,133,347.7369544760859
427,49,376.1856833066097
889,15,792.1001139280153
531,135,643.2554023944969
456,140,574.3332308259762
781,59,598.8440530713841
118,152,989.4355189590642
68,80,604.3301786871414
514,93,676.0884664818096
752,22,158.28375652442102
333,133,870.2224683256844
898,130,163.4543461937606
170,125,216.19022968779078
359,53,291.6483172617914
97,10,432.4236571643382
140,158,255.5390458664193
444,100,302.27603535587497
409,75,614.6435433628644
952,68,969.0955396325412
142,53,810.5713156004389
9,10,860.6842687698285
672,152,719.597300834436
132,82,10.388619186029192
406,52,589.0772813837561
343,171,663.3668813274098
593,184,233.96848890808138
579,89,469.78323317101234
171,22,947.3559843387627
77,168,244.3531792743981
384,84,358.12662209407586
567,82,182.84232905924603
217,45,95.91275489934532
981,84,202.74123791555917
967,160,957.78148962346
652,49,865.2248141981291
782,38,117.16133138983233
549,162,730.9783456282122
174,97,234.26443109642076
193,141,908.8682353220474
396,158,24.93351166203452
44,136,409.1642625288406
722,166,108.39516163925823
354,62,186.484606294279
125,47,594.7038029398074
461,167,136.29221468208613
366,179,596.5114095274135
215,108,550.0351784797742
784,84,430.2393864932356
325,182,260.59372178190074
575,199,784.5809215608114
284,112,396.40387461625005
814,17,420.79074525516654
940,133,904.9171787843233
82,40,625.5119863539966
741,15,39.18004581692084
677,77,88.56432083363981
361,179,814.7246949023042
337,18,297.2808099879116
737,180,398.22322003890065
270,191,589.682833089452
704,145,540.8265092935059
894,2,385.7673915020602
1000,196,959.2718231487271
267,187,471.8691759445713
49,112,40.52117134001871
769,164,821.2808616551276
28,164,806.7513466665902
655,37,657.0966058287213
79,190,171.00555700092315
758,157,232.79102823609145
365,39,248.28702657716897
213,14,975.00404823087
559,11,646.2240270794176
835,157,103.66194618002308
110,22,276.71688238876993
277,156,817.3796655209268
280,134,511.3326028846223
296,116,770.5358072665649
166,71,919.0030873718731
537,158,426.84234714493164
319,29,600.0072534807235
641,30,387.52168147181266
195,97,768.080454660683
173,121,356.9138492851972
314,102,485.0962414433319
797,40,119.27174402205141
655,162,491.66418169446564
382,122,244.05356492194866
473,176,487.62668532642095
430,196,196.85087554953972
154,168,83.48217909414818
694,42,445.46763757582823
183,25,481.4113127764207
127,153,64.70371038907788
147,47,398.4075569752273
858,134,721.7747109065359
260,50,895.3806571046491
723,19,728.0462052059164
471,121,996.0297866813646
870,99,958.6480106479478
267,12,477.57352712828373
85,76,32.37793556303092
18,174,879.2244118940865
747,158,40.63625075096057
845,140,380.00003046445994
388,124,468.84050192295814
477,8,296.8829126374054
384,21,19.096667193747848
630,121,713.0865789836201
999,107,960.8646144147427
344,137,830.7283637867303
447,71,488.4380762249288
614,66,789.8579587637148
232,164,285.3659975865602
195,152,628.7330978742513
187,183,738.9644877642139
756,65,455.5807393886631
528,67,748.1336301526044
31,53,223.47938925664974
971,82,36.8342082850899
176,15,852.5261285047478
281,171,749.7698438527322
269,182,433.6909882128019
811,49,914.8671861809917
77,10,761.9046850148725
304,107,781.3269633357817
614,63,929.7821334992847
599,172,212.10771870215305
603,153,472.52823209162904
802,153,478.68427542322615
510,110,826.2485465977608
284,146,501.8068965228544
916,44,206.9497675358075
916,24,13.843512132794539
353,145,186.86434558601994
610,108,611.1504434310932
663,47,838.180120568776
933,150,879.2266336186038
642,146,466.0562303312448
856,18,249.23370449682557
471,74,766.6097420410251
577,147,237.02698631988807
799,73,202.26578625045053
397,160,785.400839717691
934,190,376.70235090406885
357,90,750.3808269764138
682,13,521.4919913956658
726,113,219.96083802299836
63,20,646.1939988669753
28,3,660.4235183830749
767,83,193.64079986234321
821,159,326.4554517383607
543,73,151.91595734135817
444,107,801.4506265384131
76,104,135.55085996474963
259,38,787.8097178201726
355,63,922.2280591981346
708,187,409.91999190402043
507,21,298.772510835799
955,34,924.2609171045201
575,36,568.0238286651346
97,107,183.436099581928
869,123,584.5657698506956
976,100,114.37870656170597
893,28,891.6733100473683
653,78,251.6700670777936
270,53,12.256927330283094
799,128,541.6864269552613
790,46,213.8824539316617
45,169,877.7780863478853
847,23,869.8589542905863
845,187,398.3810020220961
868,12,154.1210325404249
205,50,125.41137522796754
592,126,391.7666594466114
132,25,259.9382784010037
922,130,23.43370463861322
794,138,732.1145350599296
497,27,614.259072401876
314,119,743.474920729662
499,63,318.06237582458834
533,158,656.9104292078986
728,146,469.3851008025799
153,27,66.81373470266664
143,87,616.5208943340206
634,177,349.89188108268263
587,84,669.5704338665555
33,38,681.2114021335042
779,154,544.3330414084749
999,121,423.51141649710047
992,144,157.7292805542894
776,77,54.15346217250766
610,7,844.2030776883705
934,52,516.6313022681607
877,58,175.41205754383344
554,123,996.9061230626793
244,45,320.5698837008076
613,178,493.7209350092792
716,195,638.3769668888914
218,106,67.02201742023384
727,151,194.71373685156144
260,192,997.8015215701779
907,193,945.4832173993929
633,130,66.51452714723732
9,24,202.81176324989457
272,172,232.4686009881429
350,16,564.9008375143386
16,111,198.28930999831073
804,183,771.1543487108056
869,82,109.87783376653563
309,100,330.735011308274
482,177,804.206786567748
736,192,382.3457771563329
828,150,926.5876630722598
89,58,666.5604294516262
114,1,79.65679149588837
993,186,41.94998416858003
535,131,862.1767821691708
77,143,377.494042962725
241,130,994.2543826597431
98,128,281.2645199758894
335,192,178.8420267681789
700,184,215.60814554668877
166,169,913.325142590903
347,69,656.3148620668245
940,38,610.0497351914076
376,129,889.4028728073754
621,120,560.4343449211441
686,198,220.0642113259764
889,122,643.9802347751844
456,14,180.8763679143066
878,42,260.78970338697593
58,21,970.06995236582
839,122,541.9235833851293
591,35,653.9645485371904
948,178,208.69269903547627
491,3,765.8089776989473
432,62,798.7087334288244
610,172,425.6910754739839
354,166,747.5324172735379
650,16,15.773950170336011
995,158,895.2652645656444
323,126,996.9441851427148
622,48,468.4781412080577
609,8,789.6596974504961
373,172,155.92881161570307
105,133,454.6282701635234
905,91,345.41733722558246
430,121,26.11833886035705
146,28,208.92348630901708
1,200,734.7871936634124
838,130,296.11457441434504
942,141,804.2211449487677
959,125,744.8329773154892
266,49,563.9766856977405
440,2,421.9201584293108
73,193,768.9508131694528
981,62,490.3574131885078
645,121,301.5928988448174
393,127,141.86580562946884
582,10,361.269116778648
923,63,436.9567786638299
456,39,645.539720942016
485,194,564.5939713171385
581,174,591.2793713595763
835,143,97.70162672580291
587,121,249.37488498402192
954,197,497.4715436199492
930,59,883.4727719396702
755,34,348.1113910120994
583,92,875.5507387007684
718,153,127.46945463480414
892,3,421.09423148520017
153,64,951.1718251615644
903,110,392.91181138468335
957,167,504.4920864110426
729,199,262.83092058034003
164,191,146.27800646800122
403,91,506.3842753377503
86,136,523.0493912891176
960,146,223.45373678906887
383,66,714.9213868637131
266,196,421.3883875491851
496,110,661.2239966682552
501,58,321.281410234488
568,126,616.9107987943235
980,66,576.1377970163264
3,170,918.2728152663665
910,121,662.518362466795
856,54,610.2662181512386
624,16,502.13323095609803
784,88,321.9566003390157
731,27,261.8460196667676
285,154,436.7685183853868
329,9,374.0151089109629
447,162,584.1820056440095
744,158,124.16623906208785
999,78,798.8718159475216
380,28,122.78522932851034
945,76,56.45585032185679
171,110,294.0429588834443
818,164,320.2143983160917
632,170,681.1142051431136
685,190,805.7255706632434
892,77,420.2239601982733
648,87,222.6871797439484
971,38,136.62733763321864
778,81,222.15656929825363
328,3,428.76275920695707
810,171,493.5769791926579
491,147,277.34930699887786
185,104,882.1504116570278
40,127,561.0265994916914
24,21,518.7497879399078
941,40,500.3445890767863
833,77,447.5161722478953
804,91,485.5090052816101
530,113,13.069143620983418
132,155,345.0220678824118
5,109,807.4520559592773
511,95,729.9801688124302
759,60,572.6489468289748
144,15,945.8844823433823
462,190,727.6523339773804
316,94,282.7595831859958
818,162,314.489007333967
2,103,805.7292880415797
430,173,852.4862399228962
595,51,697.7628728371183
104,152,899.307535644621
118,70,74.05486049388533
657,135,788.9476840041634
300,115,897.7255622260043
409,131,817.0384953258819
924,98,132.66340408831576
610,132,202.86729555548922
50,10,366.17143586652406
645,14,77.57354425592226
136,107,494.60466376061726
365,99,529.928501788111
352,149,247.95761481218418
598,17,684.4784713856194
732,163,709.489016532452
733,112,813.1722146645926
866,177,995.4244465722749
47,151,566.3599475189349
512,159,290.8310079274413
278,42,544.5852509228754
769,106,400.701318757458
799,23,591.6936262222694
770,93,875.3707326204933
15,61,504.09275540477597
681,187,586.2762055047428
951,13,226.2505163460071
342,83,682.93020369838
458,94,48.67949646504302
214,143,391.4071297807989
354,64,991.1176739573475
472,134,990.8487945248577
610,169,693.775449850968
426,126,217.89827107827122
908,120,397.7047177059724
716,57,414.36518932748083
666,26,451.9279371941071
857,44,535.248511640757
972,174,827.892194798868
453,7,838.9624871218803
167,4,814.168260661805
594,59,563.7820345676704
12,95,653.8465339365279
269,82,950.0242698578428
287,40,637.8510757519853
616,146,972.5925675136137
994,84,761.3981732184109
938,36,70.83264517539075
863,100,335.3980027853581
693,93,255.44598027759852
965,23,837.5232974468139
253,68,350.9180525897279
423,153,98.07896350828263
86,163,965.5641354697684
829,11,361.70089955618636
574,110,236.22435911293383
482,115,515.113164972269
790,124,669.8612125490478
701,178,962.6997709641943
923,159,515.1391653769272
476,54,956.6998649894158
387,120,430.50058958533026
266,112,873.0850217788807
78,101,556.0663045262428
695,174,939.367998165142
777,134,819.2306586804374
354,100,541.2850768301117
429,190,848.3391936550909
371,118,81.2098902702656
74,3,757.85857562771
895,57,752.9669793355176
180,45,715.2997477638811
41,135,379.9174468890739
38,164,52.73153201164859
137,147,259.779779082623
271,12,815.5449847727596
116,60,331.9601878128123
359,59,719.911859819624
465,120,864.9996264720271
307,107,589.7381749481892
89,22,35.68692173820506
137,148,83.05752338951308
41,100,23.815032412640257
450,176,476.201540572123
452,49,864.7417401159431
994,50,402.3147611512499
431,154,867.8902097484388
582,120,499.7381064266263
857,124,639.0122390541204
685,120,358.0142775321037
897,56,296.32082437901164
890,9,180.74867208083205
321,102,893.1478204202077
466,1,76.69218123635777
517,137,547.1388534706235
735,93,53.19608934478455
98,89,367.16476342101515
830,76,314.3265522530852
503,171,441.90047225018174
314,194,461.6736134676794
306,20,748.0845613964805
688,89,739.7050110650989
555,50,556.1189333274328
265,56,885.6418171439105
137,91,783.7512731275299
935,157,40.59229768359988
107,53,244.34393414168636
749,96,748.09031169603
403,154,867.3930314120363
241,39,39.48881131866127
999,198,169.52181036478365
177,145,466.2188609143981
744,120,591.3682812646409
73,102,650.3746906570178
766,22,452.7145162338064
61,113,794.6749760030561
635,45,235.7524411812754
102,16,168.11535816709147
444,129,279.10429149387835
616,47,834.6920440001157
620,80,703.3323124509062
960,14,299.63633321553704
534,110,964.3286913611764
350,15,243.96300109547207
826,62,256.32177243336696
905,157,677.610757203871
381,142,870.76236097952
808,117,395.2034596753856
312,126,353.60346608844225
384,173,449.5478450978844
963,172,825.0908590114775
890,11,181.40159970337845
659,153,995.4737352179447
612,89,468.53786230806736
967,67,52.70195134097897
613,165,918.8080811827529
545,182,964.6678049070831
123,65,962.1686065574694
877,61,348.9595437872585
756,6,451.3757197590805
403,88,354.5668676232705
970,173,908.8334018287893
518,190,123.57890100596168
699,25,890.6742645020017
724,184,337.4640198110535
631,16,141.54226972634606
680,70,109.37864421150078
174,72,956.6391046288956
645,160,850.7492831899654
388,99,307.4598900815007
743,39,646.7284204496826
472,66,721.1029030161819
651,139,630.4696303774548
881,171,981.3327141717484
631,112,171.7371672643972
780,192,510.38177654220686
376,117,867.7224557785705
57,199,94.82741928943564
219,35,498.8852571442449
557,147,132.51719554695825
75,119,121.77824886186359
917,112,271.87346430186363
316,20,918.6827518290436
685,174,159.697539595484
488,188,218.93799771400634
350,176,717.3037117969802
301,29,612.6072632616905
111,85,290.9574491310424
65,78,241.35719144918068
746,6,537.6342465969662
341,54,600.6632904658512
511,139,941.9555356136466
966,183,269.51638482026664
44,127,748.9635729959675
376,152,600.475825311322
599,18,587.3737530915423
657,34,925.348877116146
822,159,80.53190422226896
663,35,482.8860415278817
286,104,841.6404422729663
907,199,520.4567912775594
727,54,38.701898579546835
729,95,765.4767622630645
236,181,137.91959727641475
764,113,730.2911320744199
790,198,670.9522766625234
238,76,526.4484561507709
369,176,211.69315379023487
415,188,589.6948301314616
804,137,909.5297927064016
267,117,768.8273635579959
833,104,126.15909005272748
423,4,841.3779337675466
58,28,586.9537038402874
571,156,210.8740178989427
87,98,457.3950466962203
886,151,590.4962498716993
629,39,959.7904647625022
824,161,277.2393669328842
8,68,498.9526015871388
486,139,273.0694837520999
397,36,679.8627581876834
522,133,689.7026091391602
182,100,781.3552808994701
575,77,388.2876646118984
880,86,473.28099847766055
36,66,938.2240185836914
433,60,843.4341142635126
613,11,484.8685103308127
791,136,316.47318900523584
750,16,281.13820257424516
13,115,911.9650203815149
688,142,591.7123287319167
454,189,732.2083290077608
631,119,719.0401207012462
930,35,482.37891996984314
416,169,471.8685774519152
476,42,601.0958927332804
850,104,983.6837428154371
822,45,14.302302658660249
331,31,427.5536467563117
200,58,287.68897438030433
902,21,359.71247181390777
822,157,716.5512944872136
482,99,80.9487112802102
735,29,556.480847379632
579,8,86.59159772549897
447,55,229.60819118005227
489,42,585.1318198244375
532,51,703.3941557205019
837,27,984.927273357111
76,51,960.538201827475
991,7,386.73137339269795
437,133,924.2019714973292
459,177,491.8312199051392
106,170,271.9716345481417
111,66,493.2991923159882
585,144,383.66397416602126
129,64,276.71703800505253
724,74,852.3157998465532
3,68,524.6025838006987
561,126,964.2476335054193
813,190,407.09886600084025
712,80,81.89450422074886
922,169,933.8350022286527
923,13,557.8366527907011
357,77,439.1870130921894
677,61,585.2492460436824
746,70,774.8995858415593
76,16,958.9054104399038
425,115,58.88074480724219
188,123,134.0405113399574
912,53,722.8968309512959
300,95,289.61208733307865
847,139,389.4441908497487
970,78,128.2829248403051
201,69,387.260343779174
909,64,928.604842785334
880,27,306.2123560944063
594,124,495.05638168822827
768,141,802.4305478379727
741,180,988.2238752299842
478,164,300.0778033048208
240,131,53.487495182723535
901,130,765.8847486384793
207,72,479.29935002802205
779,75,664.2946082536033
298,82,181.94833369462026
985,186,485.2172224685925
223,178,784.6981368131753
849,134,318.31907733930245
174,132,317.34636568663893
832,58,953.8297923131514
141,161,662.6896342513046
169,170,921.4828115760379
42,63,980.190797426758
439,157,246.70894590979103
143,193,579.6767770447307
18,1,462.43833532622483
425,78,346.5170405517798
31,158,711.22423826311
280,13,956.8398802766746
498,91,73.51528726298186
577,49,287.9431684000156
53,19,620.8249825952025
279,16,43.800124873916864
980,85,333.03555799869264
181,86,889.785977173563
518,132,117.7067425047456
936,135,779.4623024967126
588,182,477.8730296426582
118,62,214.03151268415832
548,75,728.1502149568284
506,74,577.307301893623
765,2,341.91113369784824
979,146,477.0485692505902
17,184,396.4683394204087
624,73,634.9815694275588
342,17,863.0201497458944
132,117,737.9070778556761
752,87,972.0715324496728
238,68,773.0726696019447
787,28,308.3474440560252
987,24,686.6276281045781
204,99,866.3640138731847
175,170,978.4836607571283
47,150,319.87333361872965
328,77,728.0017124234455
166,31,729.9448249455056
273,195,838.5425057117163
172,157,642.9890119704763
595,51,736.4678803058973
790,1,779.9718133676794
664,81,150.86369769815798
378,119,866.4665044293139
574,102,558.1363071078196
615,197,295.0687781205563
468,104,880.317733814629
876,178,603.7942052235543
912,91,890.1134980780688
434,38,758.4627505888701
797,119,79.19300151997501
798,18,945.5648028345861
771,37,787.5068450613875
47,195,382.5491070663747
56,152,114.03157427618162
595,137,714.7637938790622
515,179,650.2217212758086
458,74,491.0586313069306
54,184,888.1570719303119
452,106,20.167610370972476
682,199,462.1718383288806
445,124,867.1830945145383
731,99,19.1802975776004
176,63,522.8044950978388
119,1,297.11484930924456
797,97,571.4908864037687
356,164,95.4065864921052
666,133,863.9626545925241
56,19,94.86067746631288
65,125,724.724343262897
104,27,105.9241687709544
15,151,373.123133284771
250,61,472.7254798487509
770,173,90.12771808663001
361,69,379.8313552190724
227,181,250.37464000847064
245,70,418.11563954101314
296,157,794.0315994323981
491,121,370.95011343531047
885,188,591.2559063168873
189,118,602.013441043503
483,133,996.2560652525258
855,198,128.22258928848333
161,184,944.1443696727921
664,168,448.9963906112891
187,197,692.6101864669118
712,94,354.2508900184356
228,126,187.57405207788264
849,79,516.0719011383396
605,129,273.86148902687705
340,123,967.6035395709988
837,94,511.193729619858
947,85,388.1042091977131
174,56,167.56152125550244
935,91,247.37403595699743
74,116,85.34136768681802
111,61,798.0871501654772
255,100,282.771993263212
890,89,203.89773641897548
413,48,615.3639373192281
506,145,886.0218276511397
840,29,135.2207912623844
253,62,837.7312278892007
469,88,839.8976757929141
485,29,495.15986131105814
859,198,527.1539523090327
582,47,175.91212092064256
709,49,765.2737344474269
717,82,475.22722224528707
570,81,395.4871662356177
146,105,734.0618483631265
723,120,132.0569568263992
720,90,27.125748278635335
502,21,504.646437565639
957,66,336.5119666114175
148,83,762.60266797699
562,135,797.79708799373
72,164,515.1854427127747
426,197,933.1504269964645
484,164,312.9851475252849
397,96,147.0439133556418
809,157,48.87580777125844
544,28,961.2336691102897
452,21,955.7648314338355
873,96,765.3203431180251
994,102,547.2269617179006
43,110,344.24382651320354
158,76,401.07470030774766
295,4,314.2339779289802
910,70,323.46926892947914
726,123,783.5329776862449
718,1,454.4222677666727
423,58,54.28851285673491
308,48,929.2286022076751
879,135,646.6808206783164
492,174,831.8494238279151
264,52,538.2727138959017
491,102,76.23033389540055
510,123,479.5731913062837
375,11,824.0257945266108
108,115,638.9222470280248
444,141,108.0278957165633
734,165,424.8428992759572
190,199,193.44270574434054
543,60,748.5570723953266
110,63,131.7187380478742
288,109,97.72896031712975
168,130,416.4872557181946
685,135,847.076741555529
734,85,314.191889125514
368,84,747.2824763505573
190,147,414.0653531769792
148,168,185.43646951280002
86,174,824.6454237778237
152,98,960.8859927954948
62,8,694.8066540070552
847,39,491.639709800342
935,155,670.4573046061075
3,95,764.915732292147
970,36,829.4618263379368
295,194,100.20696486440661
229,25,539.1973861332609
425,80,545.6664158945948
573,111,602.2347189127181
780,59,289.8483720358431
153,28,825.0374511790735
111,179,887.5650855986412
818,47,925.7521298252702
237,71,524.0655197085108
330,139,130.0099733351463
946,189,200.15442803263656
95,117,979.312284620765
596,32,352.9545723607901
469,183,20.575307782996113
828,125,595.404678949639
901,68,291.77108385175194
506,78,173.71125247961436
